roll,pitch,yaw,ax,ay,az,gx,gy,gz
31,27,41,-0.82,-0.49,-0.42,-0.55,-0.18,0.37
31,27,41,-0.82,-0.49,-0.42,-0.55,-0.18,0.37
31,27,41,-0.82,-0.49,-0.42,-0.55,-0.18,0.37
31,27,41,-0.82,-0.49,-0.42,-0.43,-0.06,0.12
31,27,41,-0.82,-0.49,-0.42,-0.43,-0.12,0.37
31,27,41,-0.82,-0.49,-0.42,-0.37,-0.18,0.18
31,27,41,-0.82,-0.49,-0.42,-0.43,-0.06,0.31
31,27,41,-0.82,-0.49,-0.42,-0.43,-0.06,0.31
31,27,41,-0.82,-0.49,-0.42,-0.55,-0.12,0.37
31,27,41,-0.82,-0.49,-0.42,-0.67,-0.18,0.31
31,27,41,-0.82,-0.48,-0.42,-0.92,-0.31,0.24
31,27,41,-0.82,-0.48,-0.42,-0.92,-0.31,0.37
31,27,41,-0.82,-0.48,-0.42,-0.92,-0.31,0.37
31,27,41,-0.82,-0.48,-0.42,-0.92,-0.31,0.49
31,27,41,-0.82,-0.48,-0.42,-1.04,-0.12,0.49
31,27,41,-0.82,-0.48,-0.42,-1.1,-0.12,0.49
31,27,41,-0.82,-0.49,-0.42,-1.1,-0.18,0.37
31,27,41,-0.82,-0.49,-0.42,-1.1,-0.18,0.37
31,27,41,-0.82,-0.49,-0.42,-0.92,-0.06,0.24
31,27,41,-0.82,-0.49,-0.42,-0.85,-0.06,0.55
31,27,41,-0.82,-0.49,-0.42,-0.98,-0.31,0.49
31,27,41,-0.82,-0.49,-0.42,-1.16,-0.12,0.43
31,27,41,-0.82,-0.49,-0.42,-1.28,-0.24,0.37
31,27,41,-0.82,-0.49,-0.42,-1.28,-0.24,0.37
31,27,41,-0.82,-0.49,-0.42,-1.28,-0.31,0.31
31,27,41,-0.82,-0.48,-0.42,-1.28,-0.31,0.12
31,27,41,-0.82,-0.48,-0.42,-0.85,-0.43,0.24
31,27,41,-0.82,-0.48,-0.42,-0.79,-0.49,0.37
31,27,41,-0.82,-0.49,-0.42,-0.79,-0.49,0.37
31,27,41,-0.82,-0.49,-0.42,-0.85,-0.31,0.49
31,27,41,-0.82,-0.49,-0.42,-0.55,-0.43,0.49
