roll,pitch,yaw,ax,ay,az,gx,gy,gz
-5,-4,27,-0.86,0.19,0.04,-2.87,-9.03,-8.91
-5,-4,27,-0.89,0.2,0.02,-1.46,-8.24,-8.12
-5,-4,27,-0.93,0.21,0,2.14,-8.3,-7.02
-6,-4,27,-0.99,0.22,0.01,8.18,-8.97,-5.68
-6,-4,27,-1.04,0.2,0.05,13.43,-10.07,-4.7
-6,-4,27,-1.04,0.2,0.05,16.66,-10.93,-4.09
-7,-4,27,-1.08,0.18,0.11,16.66,-10.93,-4.09
-7,-4,27,-1.12,0.17,0.14,16.91,-11.05,-3.91
-7,-4,27,-1.14,0.16,0.14,14.34,-8.91,-4.27
-7,-4,27,-1.14,0.14,0.12,10.19,-5.43,-4.7
-7,-4,27,-1.14,0.14,0.12,7.57,-1.59,-4.39
-7,-4,27,-1.14,0.15,0.08,7.57,-1.59,-4.39
-7,-4,27,-1.13,0.17,0.06,6.9,1.28,-3.97
-7,-4,27,-1.11,0.18,0.04,6.96,3.6,-3.54
-7,-4,27,-1.1,0.19,0.04,8.24,5.92,-3.23
-7,-4,27,-1.1,0.19,0.04,9.52,7.93,-2.99
-7,-4,27,-1.07,0.19,0.03,9.52,7.93,-2.99
-7,-4,27,-1.06,0.2,0.02,10.86,9.52,-3.05
-7,-4,27,-1.03,0.18,0.01,12.82,10.25,-2.99
-7,-4,27,-1.02,0.17,0,15.5,10.31,-2.81
-8,-4,27,-1.02,0.17,0,17.7,9.83,-2.56
-8,-3,27,-1,0.14,0,17.7,9.83,-2.56
-8,-3,27,-0.99,0.14,-0.01,18.07,9.4,-2.87
-8,-3,27,-0.97,0.12,-0.01,19.78,9.4,-2.62
-8,-3,26,-0.96,0.11,-0.01,22.64,10.01,-2.14
-8,-3,26,-0.96,0.11,-0.01,23.44,10.07,-1.71
-8,-2,26,-0.95,0.1,-0.01,23.44,10.07,-1.71
-8,-2,26,-0.94,0.1,-0.01,23.44,9.83,-1.34
-8,-1,25,-0.94,0.1,-0.02,23.62,10.38,-1.28
-7,-1,25,-0.93,0.08,-0.01,24.41,11.29,-1.16
-7,0,24,-0.93,0.08,-0.01,22.52,11.17,-0.98
-7,0,22,-0.92,0.09,-0.01,22.52,11.17,-0.98
-7,0,20,-0.93,0.1,-0.02,21.18,9.52,-0.61
-7,0,16,-0.94,0.1,-0.02,21.18,8.97,0
-7,0,12,-0.94,0.1,-0.01,22.34,8.79,0.43
-6,0,9,-0.94,0.1,-0.01,22.34,8.79,0.43
-6,0,8,-0.96,0.09,0,23.8,8.42,0.92
-6,0,8,-0.96,0.08,0,24.78,8.85,1.53
-6,0,8,-0.97,0.08,0.01,24.9,9.7,1.77
-6,0,8,-0.97,0.08,0.01,24.11,10.07,1.65
-6,0,8,-0.96,0.07,0,24.11,10.07,1.65
-5,0,8,-0.96,0.08,0,22.83,9.89,1.59
-5,0,8,-0.97,0.08,-0.02,22.22,9.46,1.46
-5,0,8,-0.97,0.08,-0.02,22.28,8.42,1.71
-5,0,8,-0.97,0.08,-0.02,22.28,8.42,1.71
-5,0,8,-0.98,0.08,-0.02,22.71,7.14,2.44
-5,0,8,-1,0.09,0,23.93,5.92,3.17
-5,0,7,-1.03,0.09,0,24.29,5.49,3.72
-5,0,7,-1.03,0.09,0,24.29,5.49,3.72
-5,0,7,-1.04,0.08,0.01,24.29,6.29,4.27
-5,0,7,-1.05,0.08,0,24.72,7.51,4.76
-4,0,7,-1.05,0.08,-0.01,25.57,8.36,5.31
-4,0,7,-1.05,0.08,-0.01,26.12,9.28,6.16
-4,0,7,-1.04,0.07,-0.02,26.12,9.28,6.16
-4,0,7,-1.03,0.06,-0.02,26.37,10.07,7.08
-4,0,7,-1.01,0.05,-0.03,26.12,10.13,7.63
-4,0,7,-1,0.04,-0.04,26.55,10.25,8.48
-4,1,7,-1,0.04,-0.04,26.55,10.25,8.48
-4,1,7,-0.99,0.03,-0.04,26.92,10.38,9.28
-4,1,7,-0.98,0.03,-0.04,27.22,10.8,9.89
-4,1,7,-0.98,0.02,-0.04,27.1,11.05,10.8
-4,1,7,-0.98,0.02,-0.04,27.04,11.54,11.41
-4,1,7,-0.97,0.02,-0.04,27.04,11.54,11.41
-4,1,7,-0.97,0.01,-0.05,26.61,11.47,11.9
-4,1,7,-0.96,0.01,-0.05,26.67,11.72,12.39
-4,1,7,-0.95,0.01,-0.05,25.88,12.39,12.33
-3,2,7,-0.95,0.01,-0.05,25.88,12.39,12.33
-3,2,7,-0.95,0,-0.06,25.45,12.45,12.15
-3,2,7,-0.95,0,-0.06,24.6,11.6,12.21
-2,2,7,-0.94,0,-0.07,23.99,10.62,11.96
-2,2,7,-0.94,0,-0.07,23.01,9.4,11.84
-2,2,7,-0.93,-0.02,-0.07,23.01,9.4,11.84
-1,3,7,-0.94,0,-0.06,22.16,7.87,11.84
-1,3,7,-0.96,-0.01,-0.06,21.55,6.04,11.72
-1,3,7,-0.95,-0.02,-0.05,19.96,5.92,11.29
-1,3,7,-0.95,-0.02,-0.05,19.96,5.92,11.29
-1,3,7,-0.96,-0.03,-0.04,19.96,5.8,11.23
0,3,7,-0.97,-0.03,-0.03,18.74,5.43,11.17
0,3,7,-0.97,-0.02,-0.03,17.03,5.68,10.93
0,3,7,-0.97,-0.02,-0.03,15.93,6.41,10.8
0,3,7,-0.97,-0.03,-0.03,15.93,6.41,10.8
0,3,7,-0.98,-0.03,-0.04,15.08,7.14,10.93
0,3,7,-0.99,-0.03,-0.04,14.47,7.08,10.93
1,2,7,-0.99,-0.03,-0.04,14.95,6.77,11.29
1,2,7,-0.99,-0.03,-0.04,14.95,6.77,11.29
1,2,8,-1.01,0,-0.04,16.11,6.23,11.84
1,2,8,-1.03,0.01,-0.03,16.97,5.74,12.15
1,2,8,-1.04,0.02,-0.04,16.72,5.8,12.21
1,2,8,-1.04,0.02,-0.04,16.72,5.8,12.21
1,2,8,-1.06,0.02,-0.04,17.7,5.43,12.76
1,2,8,-1.07,0.02,-0.05,19.17,5.37,13.43
1,2,8,-1.08,0.02,-0.06,21.12,6.1,14.34
1,2,8,-1.08,0.02,-0.06,21.12,6.1,14.34
1,2,8,-1.09,0.01,-0.07,23.07,6.71,15.2
0,2,8,-1.1,0.01,-0.07,24.6,6.84,16.05
0,2,8,-1.11,0.01,-0.07,26.06,6.96,16.85
0,2,8,-1.11,0.01,-0.07,27.71,7.32,17.52
0,2,8,-1.1,0,-0.08,27.71,7.32,17.52
0,2,8,-1.1,-0.01,-0.08,28.99,7.2,18.25
0,3,8,-1.09,-0.02,-0.09,30.27,6.77,19.17
0,3,8,-1.09,-0.02,-0.09,31.25,6.41,19.9
0,3,8,-1.08,-0.03,-0.09,31.25,6.41,19.9
0,3,8,-1.07,-0.03,-0.1,31.8,6.29,20.57
0,3,8,-1.06,-0.04,-0.1,32.84,5.8,21.42
0,3,8,-1.06,-0.02,-0.11,34.24,5.19,22.4
1,4,8,-1.06,-0.02,-0.11,34.24,5.19,22.4
1,4,8,-1.07,-0.02,-0.11,35.71,4.76,23.32
1,4,8,-1.07,-0.02,-0.11,36.74,3.6,24.05
1,4,9,-1.06,-0.03,-0.11,37.35,2.75,24.54
1,4,11,-1.06,-0.03,-0.11,38.82,2.2,25.09
1,4,13,-1.05,-0.05,-0.11,38.82,2.2,25.09
1,4,14,-1.04,-0.07,-0.1,40.34,0.85,25.45
1,5,14,-1.03,-0.07,-0.09,40.22,-0.85,25.57
1,5,14,-1.04,-0.07,-0.09,39.55,-3.36,25.33
1,5,14,-1.04,-0.07,-0.09,39.55,-3.36,25.33
1,5,15,-1.07,-0.08,-0.1,39.25,-6.35,25.39
2,5,15,-1.1,-0.08,-0.1,39.61,-10.13,25.45
2,5,15,-1.13,-0.08,-0.08,42.18,-14.71,26.06
2,5,15,-1.15,-0.11,-0.04,45.78,-19.53,26.67
2,5,15,-1.15,-0.11,-0.04,45.78,-19.53,26.67
2,5,15,-1.17,-0.14,0.01,47.49,-24.72,26.79
2,5,15,-1.17,-0.17,0.08,47.36,-29.91,26.73
2,5,15,-1.15,-0.18,0.14,45.72,-32.47,25.88
2,4,15,-1.15,-0.18,0.14,44.01,-31.86,25.02
2,4,15,-1.13,-0.2,0.2,44.01,-31.86,25.02
