roll,pitch,yaw,ax,ay,az,gx,gy,gz
18,-13,-18,0.33,0.81,-0.57,5.31,0.18,12.33
19,-14,-19,0.23,0.87,-0.47,6.1,-1.4,13.98
19,-14,-19,0.36,0.89,-0.48,0.31,-0.85,10.74
20,-14,-19,0.35,0.77,-0.51,-1.1,-3.6,9.95
20,-14,-19,0.24,0.8,-0.51,0.31,-4.52,13.73
21,-14,-19,0.21,0.92,-0.5,-2.93,-1.1,13.24
21,-14,-21,0.3,0.81,-0.58,-6.35,3.36,10.19
21,-15,-22,0.3,0.81,-0.58,-3.17,3.91,11.78
22,-15,-23,0.28,0.83,-0.6,-3.72,4.39,11.23
24,-16,-24,0.21,0.85,-0.58,-5.43,4.21,9.64
27,-17,-25,0.2,0.81,-0.56,-7.14,3.85,8.73
30,-18,-25,0.21,0.76,-0.55,-7.14,3.85,8.73
32,-19,-26,0.2,0.78,-0.6,-7.2,5.07,9.4
34,-20,-27,0.17,0.8,-0.6,-6.59,6.16,9.58
37,-21,-27,0.22,0.79,-0.6,-7.2,5.37,8.73
39,-23,-28,0.2,0.8,-0.59,-6.96,2.81,8.67
40,-24,-30,0.2,0.78,-0.58,-6.1,1.77,8.12
43,-26,-31,0.27,0.76,-0.59,-5.49,1.28,8.61
46,-29,-32,0.24,0.81,-0.61,-3.85,0.79,11.47
50,-34,-32,0.2,0.81,-0.6,-1.71,0.67,12.27
53,-39,-33,0.21,0.77,-0.59,-0.67,-1.4,10.31
55,-43,-34,0.2,0.82,-0.55,-0.67,-2.56,10.44
57,-46,-34,0.18,0.81,-0.57,-1.04,-3.48,9.58
59,-49,-34,0.23,0.76,-0.56,-1.53,-4.64,8.42
60,-51,-35,0.21,0.8,-0.58,-2.38,-4.27,8.54
62,-54,-35,0.2,0.81,-0.58,-2.26,-3.97,7.63
63,-57,-35,0.23,0.77,-0.57,-4.27,-5.25,6.53
64,-59,-35,0.19,0.78,-0.58,-2.87,-4.27,6.1
66,-62,-35,0.22,0.77,-0.59,-3.3,-4.09,5.43
68,-64,-35,0.21,0.8,-0.59,-3.3,-3.42,5.55
69,-65,-35,0.18,0.8,-0.62,-3.11,-2.87,5.43
70,-65,-36,0.22,0.77,-0.61,-2.99,-3.66,4.64
71,-66,-36,0.18,0.8,-0.61,-1.95,-1.77,5.49
72,-66,-36,0.21,0.77,-0.6,-0.79,-1.4,4.52
72,-66,-36,0.22,0.78,-0.61,-1.53,-1.1,5.37
73,-66,-36,0.21,0.79,-0.62,0.61,1.34,5.31
73,-67,-36,0.19,0.77,-0.62,0.43,0.18,5
74,-67,-37,0.22,0.77,-0.61,0.98,-0.24,4.94
74,-68,-37,0.18,0.79,-0.59,1.95,0.24,5.62
74,-68,-37,0.22,0.76,-0.6,1.77,-0.55,4.33
74,-69,-37,0.19,0.78,-0.61,2.99,1.71,5.62
74,-69,-38,0.23,0.77,-0.61,4.46,1.04,5.8
75,-69,-38,0.2,0.77,-0.6,4.52,1.04,6.47
75,-70,-38,0.19,0.81,-0.59,5.13,1.1,6.35
75,-70,-38,0.22,0.76,-0.61,3.48,0.49,5.37
75,-70,-38,0.2,0.8,-0.6,5,1.65,6.16
75,-70,-38,0.21,0.77,-0.6,3.6,1.46,4.88
75,-71,-38,0.19,0.79,-0.58,3.97,2.2,5.43
75,-71,-38,0.19,0.79,-0.58,3.05,2.5,4.27
75,-71,-37,0.19,0.82,-0.6,2.75,2.69,3.23
75,-71,-37,0.22,0.76,-0.63,2.75,2.69,3.23
75,-71,-38,0.23,0.78,-0.62,4.94,1.4,4.27
75,-71,-38,0.23,0.77,-0.63,5.92,0.73,5.25
75,-71,-38,0.23,0.78,-0.62,9.28,0.49,6.96
75,-71,-38,0.22,0.79,-0.59,12.27,-0.55,8.67
75,-71,-38,0.19,0.79,-0.58,13.37,-1.34,8.73
