roll,pitch,yaw,ax,ay,az,gx,gy,gz
-17,-2,-1,0.75,-1.26,-0.58,-88.38,-45.23,-9.22
-21,-3,-1,0.48,-1.14,-0.42,-102.29,-83.5,-8
-22,-3,-1,0.31,-0.9,-0.36,-124.27,-93.44,-10.8
-22,-3,-1,0.26,-0.74,-0.22,-143.07,-85.21,-10.56
-23,-3,-1,0.19,-0.71,-0.09,-151.06,-77.64,-14.1
-23,-3,-1,-0.15,-0.53,0.33,-153.02,-64.51,-21.67
-23,-4,-1,-0.44,-0.03,0.8,-114.01,21.42,-27.28
-23,-4,-1,0.36,-0.5,0.56,1.89,142.4,-37.29
-23,-4,-1,1.18,-1.1,-0.02,69.82,138.92,-40.89
-23,-4,-1,0.87,-1.28,-0.23,83.44,21.18,-27.83
-23,-4,-1,0.56,-1.4,-0.41,82.7,-18.68,-35.83
-23,-4,-1,0.52,-1.24,-0.59,49.01,15.32,-36.32
-23,-4,-1,0.59,-1.16,-0.35,32.71,27.77,-31.13
-23,-4,-1,0.5,-1.08,-0.23,26.06,17.03,-28.08
-23,-4,-1,0.42,-1.03,-0.14,25.88,15.32,-27.16
-23,-4,-1,0.46,-0.97,-0.15,28.02,20.14,-26.55
-23,-4,-1,0.43,-1.01,-0.11,35.77,18.19,-27.77
-23,-4,-1,0.34,-1.03,-0.11,35.58,10.99,-31.01
-23,-4,-1,0.3,-1.01,-0.15,34.85,8.61,-33.2
-24,-4,-1,0.26,-1.01,-0.17,37.96,9.28,-34.85
-25,-5,-1,0.3,-1,-0.2,43.7,11.96,-35.83
-25,-5,0,0.25,-1.01,-0.16,50.35,10.74,-35.83
-26,-5,0,0.17,-0.99,-0.18,54.93,4.33,-38.15
-26,-5,1,0.08,-0.98,-0.19,60.85,6.77,-38.15
-27,-5,3,0.11,-1,-0.08,72.94,11.54,-36.44
-27,-5,3,0.06,-0.97,-0.02,80.93,12.02,-35.1
-28,-5,3,0.01,-0.92,-0.05,87.59,15.93,-35.58
-28,-5,3,-0.01,-0.88,-0.07,96.98,23.86,-37.17
-28,-5,3,-0.03,-0.95,-0.09,107.36,29.97,-38.76
-28,-5,3,0.05,-0.95,-0.18,116.03,34.36,-45.65
-28,-5,3,0.02,-0.92,-0.26,126.59,29.66,-46.33
-28,-5,3,-0.03,-0.84,-0.28,139.47,23.62,-43.76
-28,-5,4,0.01,-0.97,-0.27,151.06,26,-42.18
-28,-5,4,-0.04,-1,-0.21,144.23,28.87,-40.22
-28,-5,4,-0.12,-0.98,-0.37,117.37,35.22,-34.48
-28,-5,4,-0.01,-0.92,-0.49,100.59,45.84,-35.58
-28,-5,4,-0.04,-0.93,-0.58,95.52,47.73,-30.58
-28,-5,4,-0.11,-0.91,-0.6,95.58,43.95,-28.38
-28,-5,4,-0.08,-0.95,-0.59,96.68,40.16,-28.26
-28,-5,4,-0.05,-1.07,-0.63,87.65,39.55,-25.76
-28,-5,4,-0.05,-1.2,-0.71,78.37,37.23,-20.45
-28,-5,5,-0.04,-1.2,-0.62,79.35,36.07,-12.94
-28,-5,5,-0.06,-1.06,-0.59,77.88,36.19,-4.94
-27,-5,5,-0.04,-1.01,-0.69,62.68,30.15,-2.2
-26,-4,6,-0.08,-1.01,-0.76,44.49,25.39,-1.65
10,12,7,-0.03,-0.96,-0.77,30.58,17.15,-1.95
28,22,8,-0.03,-0.96,-0.77,16.91,8.24,-2.5
39,29,8,0,-0.92,-0.76,7.39,3.17,-5.25
39,29,9,0.04,-0.92,-0.72,1.28,-0.79,-8.06
39,29,9,0.04,-0.9,-0.68,1.28,-0.79,-8.06
39,29,10,0.04,-0.93,-0.68,-4.27,-3.05,-8.67
39,29,10,-0.03,-0.95,-0.52,-6.23,-7.63,-8.06
39,29,11,-0.07,-0.95,-0.5,-13.73,-8.36,-8.06
39,29,11,-0.1,-0.91,-0.46,-18.37,-3.97,-7.93
39,29,11,-0.11,-0.86,-0.42,-18.01,-1.95,-7.45
39,29,11,-0.15,-0.87,-0.39,-14.4,-3.66,-5.8
39,29,11,-0.14,-0.91,-0.36,-9.58,-3.91,-4.03
39,29,11,-0.11,-0.94,-0.35,-6.53,-1.77,-1.65
39,29,11,-0.08,-0.93,-0.38,-5.62,1.34,0.31
39,29,12,-0.07,-0.92,-0.43,-5.07,3.54,2.32
39,29,12,-0.05,-0.92,-0.5,-4.88,4.46,4.15
39,29,12,-0.04,-0.93,-0.53,-4.7,3.85,5.98
39,30,13,-0.04,-0.93,-0.56,-7.08,2.93,7.14
40,30,13,-0.02,-0.94,-0.58,-10.19,0.85,6.96
42,31,13,-0.01,-0.95,-0.58,-14.4,-2.32,6.53
43,31,14,0,-0.96,-0.57,-18.49,-5.25,6.47
44,31,14,0,-0.96,-0.54,-22.58,-6.77,6.29
45,32,14,-0.01,-0.96,-0.51,-26.86,-8,6.65
47,33,15,-0.01,-0.94,-0.49,-30.33,-9.16,6.84
50,34,15,-0.01,-0.93,-0.48,-31.92,-9.7,7.08
54,37,16,-0.02,-0.92,-0.47,-32.1,-10.74,7.02
60,43,17,-0.01,-0.91,-0.43,-31.01,-11.54,7.32
69,54,17,-0.01,-0.92,-0.42,-30.64,-11.84,8.18
80,68,18,-0.02,-0.92,-0.41,-30.94,-11.6,9.03
85,76,18,-0.01,-0.92,-0.41,-30.4,-10.62,8.73
85,76,18,0,-0.94,-0.4,-28.75,-8.91,8.42
85,76,18,0,-0.95,-0.4,-27.89,-8.85,8.91
85,76,18,-0.01,-0.96,-0.39,-26.25,-8.67,10.01
85,76,18,-0.01,-0.98,-0.36,-25.88,-7.93,8.79
85,76,19,0.04,-0.96,-0.35,-27.53,-6.59,6.47
85,76,19,0.04,-0.94,-0.37,-28.69,-5.55,7.45
85,76,19,0.02,-0.92,-0.39,-28.81,-5.92,7.93
85,75,19,0.03,-0.92,-0.38,-25.76,-5.92,8.36
85,75,19,0.02,-0.92,-0.38,-22.58,-5.98,8.67
85,75,20,0.01,-0.93,-0.36,-20.32,-6.23,8.97
85,75,20,0.01,-0.94,-0.35,-19.78,-6.47,8.3
85,75,20,0.02,-0.94,-0.34,-19.96,-5.49,7.51
85,75,20,0.04,-0.96,-0.33,-20.32,-4.39,6.47
85,75,20,0.04,-0.94,-0.33,-21.18,-4.52,5.8
85,75,20,0.04,-0.94,-0.33,-20.32,-4.27,5.8
85,75,20,0.03,-0.94,-0.33,-18.86,-4.09,5.74
57,68,20,0.03,-0.94,-0.33,-17.33,-4.21,5.98
36,62,20,0.01,-0.95,-0.32,-15.69,-4.33,6.35
21,57,20,0.01,-0.95,-0.32,-14.59,-3.6,6.16
11,52,20,0.01,-0.96,-0.32,-13.98,-2.2,5.37
2,48,19,0.02,-0.97,-0.33,-13,-0.98,5.55
-6,44,19,0.02,-0.97,-0.33,-12.21,-0.55,5.86
-12,40,19,0.03,-0.98,-0.34,-12.02,-1.1,6.1
-19,35,19,0.03,-0.98,-0.35,-12.27,-1.46,6.35
-26,31,19,0.04,-0.98,-0.35,-12.02,-2.2,6.59
-32,27,19,0.05,-0.98,-0.35,-12.02,-2.2,6.59
-35,24,19,0.05,-0.97,-0.35,-11.84,-2.75,6.35
-38,22,19,0.05,-0.96,-0.34,-11.66,-2.5,6.65
-40,20,19,0.03,-0.96,-0.34,-11.84,-2.99,6.65
-43,18,19,0.03,-0.96,-0.32,-11.54,-3.66,6.04
-47,14,19,0.03,-0.96,-0.32,-11.6,-3.3,5.19
-53,9,19,0.04,-0.97,-0.32,-11.84,-3.11,4.58
-59,1,19,0.03,-0.97,-0.31,-12.39,-3.85,4.39
