roll,pitch,yaw,ax,ay,az,gx,gy,gz
11,-3,-9,-0.16,0.8,-0.5,-6.59,-0.06,7.87
11,-3,-14,-0.19,0.82,-0.51,-10.74,1.77,8.24
10,-3,-19,-0.16,0.82,-0.5,-13.12,0.98,8.3
9,-1,-22,-0.16,0.81,-0.53,-14.83,2.81,9.09
-35,14,-23,-0.19,0.83,-0.52,-17.15,1.46,8.12
-50,25,-25,-0.15,0.8,-0.5,-21.42,0.73,6.53
-58,34,-26,-0.14,0.83,-0.57,-24.6,3.85,7.63
-63,44,-26,-0.2,0.84,-0.59,-22.89,1.95,7.08
-67,48,-27,-0.17,0.82,-0.58,-22.64,1.53,6.16
-69,52,-27,-0.18,0.83,-0.62,-22.83,5.86,6.71
-70,54,-27,-0.21,0.85,-0.62,-22.83,7.39,7.02
-70,56,-27,-0.22,0.81,-0.59,-19.84,6.29,6.65
-71,57,-27,-0.18,0.79,-0.56,-17.88,6.65,4.76
-71,59,-28,-0.12,0.81,-0.59,-17.82,7.51,2.01
-71,60,-28,-0.2,0.8,-0.62,-19.17,2.44,4.52
-72,61,-28,-0.2,0.77,-0.57,-19.17,4.27,5.13
-72,62,-29,-0.18,0.82,-0.58,-21.85,7.45,4.15
-72,63,-30,-0.19,0.78,-0.58,-20.26,4.46,4.15
-73,63,-32,-0.19,0.78,-0.58,-19.9,5.07,3.42
-73,64,-33,-0.2,0.76,-0.58,-23.19,4.64,2.87
-73,64,-34,-0.19,0.74,-0.58,-25.94,3.85,2.14
-73,65,-34,-0.17,0.73,-0.64,-27.83,3.42,1.16
-73,65,-34,-0.17,0.75,-0.64,-24.9,1.46,-0.37
-74,66,-34,-0.2,0.74,-0.67,-21.48,-1.65,1.04
-74,66,-34,-0.16,0.75,-0.64,-20.75,-0.67,0.73
-75,66,-34,-0.19,0.78,-0.69,-19.41,-0.06,1.1
-75,67,-34,-0.21,0.75,-0.66,-19.41,-1.77,3.72
-75,67,-34,-0.18,0.73,-0.66,-18.62,-1.28,4.09
-75,67,-34,-0.19,0.74,-0.69,-18.55,1.34,4.27
-75,68,-35,-0.2,0.73,-0.66,-16.36,2.69,5.25
-75,69,-35,-0.2,0.73,-0.67,-15.81,4.58,5.55
-75,70,-36,-0.19,0.75,-0.66,-13.79,4.52,4.7
-75,70,-37,-0.22,0.75,-0.65,-8.24,2.14,2.75
-75,70,-37,-0.24,0.74,-0.68,-8.42,0.61,2.32
-75,70,-38,-0.2,0.72,-0.67,-11.41,3.11,2.62
-75,70,-39,-0.18,0.71,-0.66,-10.19,4.21,2.38
-75,71,-40,-0.19,0.74,-0.67,-8.79,2.75,2.32
-75,71,-40,-0.2,0.74,-0.66,-8.3,1.22,1.89
-75,71,-40,-0.22,0.74,-0.66,-8.24,0.37,2.01
-75,71,-41,-0.22,0.74,-0.66,-6.16,1.71,2.99
-75,71,-41,-0.19,0.73,-0.66,-5.07,4.03,3.23
-75,71,-41,-0.18,0.73,-0.67,-6.41,3.05,2.38
-75,72,-41,-0.18,0.73,-0.68,-5.8,2.14,2.01
-75,72,-42,-0.2,0.71,-0.67,-5.13,1.22,1.95
-75,72,-42,-0.19,0.72,-0.67,-5,0.85,2.01
-75,72,-42,-0.21,0.73,-0.69,-4.64,-0.24,1.4
-75,72,-42,-0.2,0.74,-0.67,-3.54,-0.55,0.73
-75,72,-42,-0.21,0.74,-0.67,-2.08,-0.98,0.98
-75,72,-42,-0.19,0.72,-0.66,-2.08,1.34,1.22
-75,72,-42,-0.21,0.73,-0.66,-2.99,2.38,1.59
-75,73,-42,-0.21,0.72,-0.67,-1.95,2.26,1.89
-75,73,-42,-0.21,0.73,-0.65,-1.1,2.2,2.08
-75,73,-42,-0.19,0.74,-0.68,-1.53,3.05,1.1
-75,73,-42,-0.2,0.73,-0.68,-0.06,2.01,1.22
-75,73,-42,-0.21,0.72,-0.67,1.04,0.49,1.4
